-3.84816	817.304	
-3.84785	817.304	
-3.84755	817.304	
-3.84724	817.302	
-3.84694	761.653	
-3.84663	706.004	
-3.84633	650.355	
-3.84602	594.711	
-3.84572	592.814	
-3.84541	590.917	
-3.84511	589.02	
-3.8448	587.138	
-3.84449	676.303	
-3.84419	765.468	
-3.84388	854.633	
-3.84358	943.773	
-3.84327	923.221	
-3.84297	902.669	
-3.84266	882.116	
-3.84236	861.569	
-3.84205	856.193	
-3.84175	850.818	
-3.84144	845.443	
-3.84114	840.01	
-3.84083	669.584	
-3.84053	499.251	
-3.84022	571.659	
-3.83992	644.128	
-3.83961	868.306	
-3.83931	1092.38	
-3.839	1073.72	
-3.8387	1055.05	
-3.83839	992.993	
-3.83809	930.941	
-3.83778	868.889	
-3.83748	806.856	
-3.83717	780.217	
-3.83687	753.578	
-3.83656	726.94	
-3.83626	700.285	
-3.83595	646.453	
-3.83564	592.622	
-3.83534	538.791	
-3.83503	485.02	
-3.83473	522.251	
-3.83442	559.482	
-3.83412	596.714	
-3.83381	633.936	
-3.83351	659.468	
-3.8332	685.001	
-3.8329	710.533	
-3.83259	736.065	
-3.83229	761.597	
-3.83198	787.13	
-3.83168	812.662	
-3.83137	838.114	
-3.83107	768.157	
-3.83076	698.2	
-3.83046	628.244	
-3.83015	558.369	
-3.82985	579.475	
-3.82954	600.58	
-3.82924	621.686	
-3.82893	642.789	
-3.82863	660.811	
-3.82832	678.834	
-3.82802	696.857	
-3.82771	714.848	
-3.8274	702.517	
-3.8271	690.186	
-3.82679	677.854	
-3.82649	665.548	
-3.82618	675.982	
-3.82588	686.416	
-3.82557	696.85	
-3.82527	707.241	
-3.82496	679.733	
-3.82466	652.224	
-3.82435	624.716	
-3.82405	597.379	
-3.82374	712.472	
-3.82344	827.415	
-3.82313	821.091	
-3.82283	814.581	
-3.82252	661.546	
-3.82222	508.826	
-3.82191	598.623	
-3.82161	688.342	
-3.8213	718.696	
-3.821	748.885	
-3.82069	657.823	
-3.82039	567.003	
-3.82008	650.477	
-3.81978	733.95	
-3.81947	817.424	
-3.81916	900.738	
-3.81886	873.624	
-3.81855	846.511	
-3.81825	819.398	
-3.81794	792.209	
-3.81764	714.505	
-3.81733	636.802	
-3.81703	559.099	
-3.81672	481.601	
-3.81642	534.8	
-3.81611	587.999	
-3.81581	641.197	
-3.8155	694.408	
-3.8152	755.196	
-3.81489	815.983	
-3.81459	876.77	
-3.81428	937.281	
-3.81398	834.915	
-3.81367	732.758	
-3.81337	751.809	
-3.81306	770.588	
-3.81276	635.338	
-3.81245	500.522	
-3.81215	608.106	
-3.81184	715.525	
-3.81154	732.678	
-3.81123	749.831	
-3.81092	766.984	
-3.81062	784.042	
-3.81031	750.605	
-3.81001	717.169	
-3.8097	683.732	
-3.8094	650.628	
-3.80909	788.881	
-3.80879	926.656	
-3.80848	822.077	
-3.80818	717.467	
-3.80787	597.711	
-3.80757	477.954	
-3.80726	358.198	
-3.80696	238.817	
-3.80665	301.185	
-3.80635	363.553	
-3.80604	425.921	
-3.80574	488.182	
-3.80543	499.96	
-3.80513	511.738	
-3.80482	523.516	
-3.80452	535.359	
-3.80421	576.542	
-3.80391	617.726	
-3.8036	658.909	
-3.8033	700.025	
-3.80299	710.854	
-3.80269	721.684	
-3.80238	732.513	
-3.80207	743.104	
-3.80177	650.223	
-3.80146	557.343	
-3.80116	464.462	
-3.80085	372.168	
-3.80055	527.18	
-3.80024	681.609	
-3.79994	593.788	
-3.79963	506.398	
-3.79933	596.433	
-3.79902	686.468	
-3.79872	776.502	
-3.79841	866.222	
-3.79811	829.782	
-3.7978	793.341	
-3.7975	756.9	
-3.79719	720.488	
-3.79689	695.43	
-3.79658	670.373	
-3.79628	645.315	
-3.79597	620.296	
-3.79567	610.415	
-3.79536	600.534	
-3.79506	590.654	
-3.79475	580.557	
-3.79445	489.731	
-3.79414	399.562	
-3.79383	551.57	
-3.79353	703.391	
-3.79322	787.102	
-3.79292	870.477	
-3.79261	832.772	
-3.79231	795.089	
-3.792	765.605	
-3.7917	736.12	
-3.79139	706.636	
-3.79109	677.129	
-3.79078	640.056	
-3.79048	602.983	
-3.79017	565.91	
-3.78987	529.109	
-3.78956	585.47	
-3.78926	641.831	
-3.78895	698.191	
